observation_date,DEXINUS,YearMonth,Monthly_Avg
02-01-2009,48.25,2009-01,48.70
05-01-2009,48.5,2009-01,48.70
06-01-2009,48.5,2009-01,48.70
07-01-2009,48.56,2009-01,48.70
08-01-2009,48.45,2009-01,48.70
09-01-2009,48.26,2009-01,48.70
12-01-2009,48.78,2009-01,48.70
13-01-2009,48.89,2009-01,48.70
14-01-2009,48.75,2009-01,48.70
15-01-2009,48.87,2009-01,48.70
16-01-2009,48.62,2009-01,48.70
19-01-2009,,2009-01,48.70
20-01-2009,49.01,2009-01,48.70
21-01-2009,49,2009-01,48.70
22-01-2009,49.07,2009-01,48.70
23-01-2009,49,2009-01,48.70
26-01-2009,48.5,2009-01,48.70
27-01-2009,48.85,2009-01,48.70
28-01-2009,48.81,2009-01,48.70
29-01-2009,48.49,2009-01,48.70
30-01-2009,48.83,2009-01,48.70
02-02-2009,48.84,2009-02,49.25
03-02-2009,48.37,2009-02,49.25
04-02-2009,48.68,2009-02,49.25
05-02-2009,48.72,2009-02,49.25
06-02-2009,48.61,2009-02,49.25
09-02-2009,48.52,2009-02,49.25
10-02-2009,48.68,2009-02,49.25
11-02-2009,48.78,2009-02,49.25
12-02-2009,48.7,2009-02,49.25
13-02-2009,48.58,2009-02,49.25
16-02-2009,,2009-02,49.25
17-02-2009,49.6,2009-02,49.25
18-02-2009,49.84,2009-02,49.25
19-02-2009,49.73,2009-02,49.25
20-02-2009,49.71,2009-02,49.25
23-02-2009,49.46,2009-02,49.25
24-02-2009,49.75,2009-02,49.25
25-02-2009,49.95,2009-02,49.25
26-02-2009,50.32,2009-02,49.25
27-02-2009,50.88,2009-02,49.25
02-03-2009,51.8,2009-03,51.13
03-03-2009,51.96,2009-03,51.13
04-03-2009,51.53,2009-03,51.13
05-03-2009,51.6,2009-03,51.13
06-03-2009,51.68,2009-03,51.13
09-03-2009,51.91,2009-03,51.13
10-03-2009,51.35,2009-03,51.13
11-03-2009,50.98,2009-03,51.13
12-03-2009,51.69,2009-03,51.13
13-03-2009,51.54,2009-03,51.13
16-03-2009,51.31,2009-03,51.13
17-03-2009,51.42,2009-03,51.13
18-03-2009,51.22,2009-03,51.13
19-03-2009,50.21,2009-03,51.13
20-03-2009,50.51,2009-03,51.13
23-03-2009,50.38,2009-03,51.13
24-03-2009,50.4,2009-03,51.13
25-03-2009,50.5,2009-03,51.13
26-03-2009,50.4,2009-03,51.13
27-03-2009,50.46,2009-03,51.13
30-03-2009,51.12,2009-03,51.13
31-03-2009,50.87,2009-03,51.13
01-04-2009,50.48,2009-04,49.97
02-04-2009,50.22,2009-04,49.97
03-04-2009,49.91,2009-04,49.97
06-04-2009,50.01,2009-04,49.97
07-04-2009,50,2009-04,49.97
08-04-2009,50.28,2009-04,49.97
09-04-2009,49.82,2009-04,49.97
10-04-2009,49.78,2009-04,49.97
13-04-2009,49.77,2009-04,49.97
14-04-2009,49.62,2009-04,49.97
15-04-2009,49.55,2009-04,49.97
16-04-2009,49.63,2009-04,49.97
17-04-2009,49.8,2009-04,49.97
20-04-2009,49.78,2009-04,49.97
21-04-2009,50.45,2009-04,49.97
22-04-2009,50.2,2009-04,49.97
23-04-2009,49.88,2009-04,49.97
24-04-2009,49.69,2009-04,49.97
27-04-2009,50.15,2009-04,49.97
28-04-2009,50.47,2009-04,49.97
29-04-2009,50.05,2009-04,49.97
30-04-2009,49.7,2009-04,49.97
01-05-2009,49.65,2009-05,48.51
04-05-2009,49.75,2009-05,48.51
05-05-2009,49.22,2009-05,48.51
06-05-2009,49.4,2009-05,48.51
07-05-2009,49.09,2009-05,48.51
08-05-2009,49.13,2009-05,48.51
11-05-2009,49.44,2009-05,48.51
12-05-2009,49.21,2009-05,48.51
13-05-2009,49.58,2009-05,48.51
14-05-2009,49.65,2009-05,48.51
15-05-2009,49.38,2009-05,48.51
18-05-2009,47.58,2009-05,48.51
19-05-2009,47.65,2009-05,48.51
20-05-2009,47.3,2009-05,48.51
21-05-2009,47.3,2009-05,48.51
22-05-2009,46.95,2009-05,48.51
25-05-2009,,2009-05,48.51
26-05-2009,47.7,2009-05,48.51
27-05-2009,47.61,2009-05,48.51
28-05-2009,47.5,2009-05,48.51
29-05-2009,47.11,2009-05,48.51
01-06-2009,46.78,2009-06,47.67
02-06-2009,46.84,2009-06,47.67
03-06-2009,46.88,2009-06,47.67
04-06-2009,47.19,2009-06,47.67
05-06-2009,47.05,2009-06,47.67
08-06-2009,47.5,2009-06,47.67
09-06-2009,47.3,2009-06,47.67
10-06-2009,47.18,2009-06,47.67
11-06-2009,47.49,2009-06,47.67
12-06-2009,47.6,2009-06,47.67
15-06-2009,47.67,2009-06,47.67
16-06-2009,47.61,2009-06,47.67
17-06-2009,47.96,2009-06,47.67
18-06-2009,48.18,2009-06,47.67
19-06-2009,48,2009-06,47.67
22-06-2009,48.5,2009-06,47.67
23-06-2009,48.45,2009-06,47.67
24-06-2009,48.4,2009-06,47.67
25-06-2009,48.5,2009-06,47.67
26-06-2009,48,2009-06,47.67
29-06-2009,48,2009-06,47.67
30-06-2009,47.74,2009-06,47.67
01-07-2009,47.75,2009-07,48.36
02-07-2009,47.9,2009-07,48.36
03-07-2009,47.8,2009-07,48.36
06-07-2009,48.5,2009-07,48.36
07-07-2009,48.44,2009-07,48.36
08-07-2009,48.8,2009-07,48.36
09-07-2009,48.57,2009-07,48.36
10-07-2009,48.76,2009-07,48.36
13-07-2009,49.16,2009-07,48.36
14-07-2009,48.96,2009-07,48.36
15-07-2009,48.55,2009-07,48.36
16-07-2009,48.61,2009-07,48.36
17-07-2009,48.56,2009-07,48.36
20-07-2009,48.1,2009-07,48.36
21-07-2009,48.2,2009-07,48.36
22-07-2009,48.45,2009-07,48.36
23-07-2009,48.25,2009-07,48.36
24-07-2009,48.16,2009-07,48.36
27-07-2009,48.11,2009-07,48.36
28-07-2009,48.2,2009-07,48.36
29-07-2009,48.25,2009-07,48.36
30-07-2009,48.35,2009-07,48.36
31-07-2009,47.91,2009-07,48.36
03-08-2009,47.4,2009-08,48.24
04-08-2009,47.46,2009-08,48.24
05-08-2009,47.27,2009-08,48.24
06-08-2009,47.52,2009-08,48.24
07-08-2009,47.72,2009-08,48.24
10-08-2009,47.7,2009-08,48.24
11-08-2009,47.88,2009-08,48.24
12-08-2009,48.22,2009-08,48.24
13-08-2009,48.11,2009-08,48.24
14-08-2009,48.18,2009-08,48.24
17-08-2009,48.82,2009-08,48.24
18-08-2009,48.79,2009-08,48.24
19-08-2009,48.7,2009-08,48.24
20-08-2009,48.58,2009-08,48.24
21-08-2009,48.43,2009-08,48.24
24-08-2009,48.5,2009-08,48.24
25-08-2009,48.76,2009-08,48.24
26-08-2009,48.9,2009-08,48.24
27-08-2009,48.81,2009-08,48.24
28-08-2009,48.52,2009-08,48.24
31-08-2009,48.83,2009-08,48.24
01-09-2009,49.05,2009-09,48.29
02-09-2009,48.88,2009-09,48.29
03-09-2009,48.87,2009-09,48.29
04-09-2009,48.86,2009-09,48.29
07-09-2009,,2009-09,48.29
08-09-2009,48.4,2009-09,48.29
09-09-2009,48.33,2009-09,48.29
10-09-2009,48.45,2009-09,48.29
11-09-2009,48.39,2009-09,48.29
14-09-2009,48.67,2009-09,48.29
15-09-2009,48.5,2009-09,48.29
16-09-2009,48.2,2009-09,48.29
17-09-2009,48.1,2009-09,48.29
18-09-2009,48.02,2009-09,48.29
21-09-2009,47.95,2009-09,48.29
22-09-2009,47.86,2009-09,48.29
23-09-2009,47.9,2009-09,48.29
24-09-2009,47.89,2009-09,48.29
25-09-2009,47.93,2009-09,48.29
28-09-2009,47.75,2009-09,48.29
29-09-2009,48.05,2009-09,48.29
30-09-2009,48.09,2009-09,48.29
01-10-2009,47.72,2009-10,46.65
02-10-2009,47.61,2009-10,46.65
05-10-2009,47.39,2009-10,46.65
06-10-2009,46.79,2009-10,46.65
07-10-2009,46.58,2009-10,46.65
08-10-2009,46.2,2009-10,46.65
09-10-2009,46.44,2009-10,46.65
12-10-2009,,2009-10,46.65
13-10-2009,46.28,2009-10,46.65
14-10-2009,46,2009-10,46.65
15-10-2009,46.04,2009-10,46.65
16-10-2009,46.2,2009-10,46.65
19-10-2009,46.02,2009-10,46.65
20-10-2009,46.24,2009-10,46.65
21-10-2009,46.34,2009-10,46.65
22-10-2009,46.59,2009-10,46.65
23-10-2009,46.41,2009-10,46.65
26-10-2009,46.68,2009-10,46.65
27-10-2009,46.93,2009-10,46.65
28-10-2009,47.16,2009-10,46.65
29-10-2009,47.18,2009-10,46.65
30-10-2009,46.9,2009-10,46.65
02-11-2009,46.81,2009-11,46.53
03-11-2009,47.37,2009-11,46.53
04-11-2009,46.94,2009-11,46.53
05-11-2009,46.93,2009-11,46.53
06-11-2009,46.83,2009-11,46.53
09-11-2009,46.36,2009-11,46.53
10-11-2009,46.3,2009-11,46.53
11-11-2009,,2009-11,46.53
12-11-2009,46.6,2009-11,46.53
13-11-2009,46.24,2009-11,46.53
16-11-2009,46.06,2009-11,46.53
17-11-2009,46.2,2009-11,46.53
18-11-2009,46.2,2009-11,46.53
19-11-2009,46.73,2009-11,46.53
20-11-2009,46.63,2009-11,46.53
23-11-2009,46.4,2009-11,46.53
24-11-2009,46.31,2009-11,46.53
25-11-2009,46.18,2009-11,46.53
26-11-2009,,2009-11,46.53
27-11-2009,46.55,2009-11,46.53
30-11-2009,46.44,2009-11,46.53
01-12-2009,46.21,2009-12,46.53
02-12-2009,46.24,2009-12,46.53
03-12-2009,46,2009-12,46.53
04-12-2009,46.1,2009-12,46.53
07-12-2009,46.45,2009-12,46.53
08-12-2009,46.6,2009-12,46.53
09-12-2009,46.51,2009-12,46.53
10-12-2009,46.5,2009-12,46.53
11-12-2009,46.47,2009-12,46.53
14-12-2009,46.65,2009-12,46.53
15-12-2009,46.7,2009-12,46.53
16-12-2009,46.57,2009-12,46.53
17-12-2009,46.85,2009-12,46.53
18-12-2009,46.69,2009-12,46.53
21-12-2009,46.8,2009-12,46.53
22-12-2009,46.78,2009-12,46.53
23-12-2009,46.8,2009-12,46.53
24-12-2009,46.72,2009-12,46.53
25-12-2009,,2009-12,46.53
28-12-2009,46.44,2009-12,46.53
29-12-2009,46.56,2009-12,46.53
30-12-2009,46.56,2009-12,46.53
31-12-2009,46.4,2009-12,46.53
01-01-2010,,2010-01,45.89
04-01-2010,46.27,2010-01,45.89
05-01-2010,46.13,2010-01,45.89
06-01-2010,45.72,2010-01,45.89
07-01-2010,45.67,2010-01,45.89
08-01-2010,45.5,2010-01,45.89
11-01-2010,45.35,2010-01,45.89
12-01-2010,45.6,2010-01,45.89
13-01-2010,45.47,2010-01,45.89
14-01-2010,45.55,2010-01,45.89
15-01-2010,45.8,2010-01,45.89
18-01-2010,,2010-01,45.89
19-01-2010,45.84,2010-01,45.89
20-01-2010,46.1,2010-01,45.89
21-01-2010,46.1,2010-01,45.89
22-01-2010,46.21,2010-01,45.89
25-01-2010,46.06,2010-01,45.89
26-01-2010,,2010-01,45.89
27-01-2010,46.3,2010-01,45.89
28-01-2010,46.35,2010-01,45.89
29-01-2010,46.08,2010-01,45.89
01-02-2010,46.27,2010-02,46.27
02-02-2010,46.11,2010-02,46.27
03-02-2010,45.97,2010-02,46.27
04-02-2010,46.21,2010-02,46.27
05-02-2010,46.72,2010-02,46.27
08-02-2010,46.79,2010-02,46.27
09-02-2010,46.49,2010-02,46.27
10-02-2010,46.36,2010-02,46.27
11-02-2010,46.39,2010-02,46.27
12-02-2010,46.44,2010-02,46.27
15-02-2010,,2010-02,46.27
16-02-2010,45.99,2010-02,46.27
17-02-2010,46,2010-02,46.27
18-02-2010,46.2,2010-02,46.27
19-02-2010,46.24,2010-02,46.27
22-02-2010,46.15,2010-02,46.27
23-02-2010,46.25,2010-02,46.27
24-02-2010,46.27,2010-02,46.27
25-02-2010,46.29,2010-02,46.27
26-02-2010,46.05,2010-02,46.27
01-03-2010,46.01,2010-03,45.45
02-03-2010,46.01,2010-03,45.45
03-03-2010,45.55,2010-03,45.45
04-03-2010,45.82,2010-03,45.45
05-03-2010,45.49,2010-03,45.45
08-03-2010,45.5,2010-03,45.45
09-03-2010,45.6,2010-03,45.45
10-03-2010,45.35,2010-03,45.45
11-03-2010,45.49,2010-03,45.45
12-03-2010,45.48,2010-03,45.45
15-03-2010,45.55,2010-03,45.45
16-03-2010,45.45,2010-03,45.45
17-03-2010,45.28,2010-03,45.45
18-03-2010,45.45,2010-03,45.45
19-03-2010,45.31,2010-03,45.45
22-03-2010,45.52,2010-03,45.45
23-03-2010,45.5,2010-03,45.45
24-03-2010,45.4,2010-03,45.45
25-03-2010,45.5,2010-03,45.45
26-03-2010,45.16,2010-03,45.45
29-03-2010,44.94,2010-03,45.45
30-03-2010,45.06,2010-03,45.45
31-03-2010,44.95,2010-03,45.45
01-04-2010,44.79,2010-04,44.44
02-04-2010,44.74,2010-04,44.44
05-04-2010,44.39,2010-04,44.44
06-04-2010,44.41,2010-04,44.44
07-04-2010,44.44,2010-04,44.44
08-04-2010,44.41,2010-04,44.44
09-04-2010,44.1,2010-04,44.44
12-04-2010,44.41,2010-04,44.44
13-04-2010,44.47,2010-04,44.44
14-04-2010,44.2,2010-04,44.44
15-04-2010,44.32,2010-04,44.44
16-04-2010,44.3,2010-04,44.44
19-04-2010,44.72,2010-04,44.44
20-04-2010,44.5,2010-04,44.44
21-04-2010,44.54,2010-04,44.44
22-04-2010,44.52,2010-04,44.44
23-04-2010,44.42,2010-04,44.44
26-04-2010,44.33,2010-04,44.44
27-04-2010,44.41,2010-04,44.44
28-04-2010,44.54,2010-04,44.44
29-04-2010,44.61,2010-04,44.44
30-04-2010,44.2,2010-04,44.44
03-05-2010,44.46,2010-05,45.77
04-05-2010,44.62,2010-05,45.77
05-05-2010,44.82,2010-05,45.77
06-05-2010,45.29,2010-05,45.77
07-05-2010,45.4,2010-05,45.77
10-05-2010,44.84,2010-05,45.77
11-05-2010,45.1,2010-05,45.77
12-05-2010,45.08,2010-05,45.77
13-05-2010,45,2010-05,45.77
14-05-2010,45.2,2010-05,45.77
17-05-2010,45.51,2010-05,45.77
18-05-2010,45.51,2010-05,45.77
19-05-2010,46.27,2010-05,45.77
20-05-2010,46.8,2010-05,45.77
21-05-2010,46.9,2010-05,45.77
24-05-2010,46.97,2010-05,45.77
25-05-2010,47.49,2010-05,45.77
26-05-2010,47.1,2010-05,45.77
27-05-2010,46.71,2010-05,45.77
28-05-2010,46.31,2010-05,45.77
31-05-2010,,2010-05,45.77
01-06-2010,47.08,2010-06,46.50
02-06-2010,46.89,2010-06,46.50
03-06-2010,46.55,2010-06,46.50
04-06-2010,46.85,2010-06,46.50
07-06-2010,47.08,2010-06,46.50
08-06-2010,46.82,2010-06,46.50
09-06-2010,46.95,2010-06,46.50
10-06-2010,46.89,2010-06,46.50
11-06-2010,46.76,2010-06,46.50
14-06-2010,46.4,2010-06,46.50
15-06-2010,46.41,2010-06,46.50
16-06-2010,46.43,2010-06,46.50
17-06-2010,46.22,2010-06,46.50
18-06-2010,45.96,2010-06,46.50
21-06-2010,45.64,2010-06,46.50
22-06-2010,46,2010-06,46.50
23-06-2010,46.19,2010-06,46.50
24-06-2010,46.48,2010-06,46.50
25-06-2010,46.36,2010-06,46.50
28-06-2010,46.2,2010-06,46.50
29-06-2010,46.4,2010-06,46.50
30-06-2010,46.41,2010-06,46.50
01-07-2010,46.59,2010-07,46.76
02-07-2010,46.55,2010-07,46.76
05-07-2010,,2010-07,46.76
06-07-2010,46.76,2010-07,46.76
07-07-2010,46.96,2010-07,46.76
08-07-2010,46.87,2010-07,46.76
09-07-2010,46.66,2010-07,46.76
12-07-2010,46.66,2010-07,46.76
13-07-2010,46.74,2010-07,46.76
14-07-2010,46.71,2010-07,46.76
15-07-2010,46.5,2010-07,46.76
16-07-2010,46.7,2010-07,46.76
19-07-2010,47.1,2010-07,46.76
20-07-2010,47.23,2010-07,46.76
21-07-2010,47.08,2010-07,46.76
22-07-2010,47.12,2010-07,46.76
23-07-2010,46.9,2010-07,46.76
26-07-2010,47.04,2010-07,46.76
27-07-2010,46.25,2010-07,46.76
28-07-2010,46.7,2010-07,46.76
29-07-2010,46.53,2010-07,46.76
30-07-2010,46.35,2010-07,46.76
02-08-2010,46.09,2010-08,46.46
03-08-2010,46.11,2010-08,46.46
04-08-2010,46.02,2010-08,46.46
05-08-2010,46.06,2010-08,46.46
06-08-2010,45.94,2010-08,46.46
09-08-2010,46.07,2010-08,46.46
10-08-2010,46.3,2010-08,46.46
11-08-2010,46.66,2010-08,46.46
12-08-2010,46.7,2010-08,46.46
13-08-2010,46.61,2010-08,46.46
16-08-2010,46.68,2010-08,46.46
17-08-2010,46.6,2010-08,46.46
18-08-2010,46.54,2010-08,46.46
19-08-2010,46.35,2010-08,46.46
20-08-2010,45.7,2010-08,46.46
23-08-2010,46.5,2010-08,46.46
24-08-2010,46.86,2010-08,46.46
25-08-2010,46.87,2010-08,46.46
26-08-2010,46.78,2010-08,46.46
27-08-2010,46.8,2010-08,46.46
30-08-2010,46.87,2010-08,46.46
31-08-2010,47.02,2010-08,46.46
01-09-2010,46.74,2010-09,45.87
02-09-2010,46.65,2010-09,45.87
03-09-2010,46.58,2010-09,45.87
06-09-2010,,2010-09,45.87
07-09-2010,46.82,2010-09,45.87
08-09-2010,46.5,2010-09,45.87
09-09-2010,46.3,2010-09,45.87
10-09-2010,46.28,2010-09,45.87
13-09-2010,46.26,2010-09,45.87
14-09-2010,46.15,2010-09,45.87
15-09-2010,46.23,2010-09,45.87
16-09-2010,46.14,2010-09,45.87
17-09-2010,45.88,2010-09,45.87
20-09-2010,45.65,2010-09,45.87
21-09-2010,45.59,2010-09,45.87
22-09-2010,45.56,2010-09,45.87
23-09-2010,45.56,2010-09,45.87
24-09-2010,45.1,2010-09,45.87
27-09-2010,44.94,2010-09,45.87
28-09-2010,45.04,2010-09,45.87
29-09-2010,44.8,2010-09,45.87
30-09-2010,44.56,2010-09,45.87
01-10-2010,44.41,2010-10,44.35
04-10-2010,44.55,2010-10,44.35
05-10-2010,44.46,2010-10,44.35
06-10-2010,44.25,2010-10,44.35
07-10-2010,44.21,2010-10,44.35
08-10-2010,44.39,2010-10,44.35
11-10-2010,,2010-10,44.35
12-10-2010,44.55,2010-10,44.35
13-10-2010,44.35,2010-10,44.35
14-10-2010,44.05,2010-10,44.35
15-10-2010,44.15,2010-10,44.35
18-10-2010,44.26,2010-10,44.35
19-10-2010,44.3,2010-10,44.35
20-10-2010,44.25,2010-10,44.35
21-10-2010,44.25,2010-10,44.35
22-10-2010,44.52,2010-10,44.35
25-10-2010,44.39,2010-10,44.35
26-10-2010,44.54,2010-10,44.35
27-10-2010,44.4,2010-10,44.35
28-10-2010,44.36,2010-10,44.35
29-10-2010,44.44,2010-10,44.35
01-11-2010,44.36,2010-11,44.93
02-11-2010,44,2010-11,44.93
03-11-2010,44.38,2010-11,44.93
04-11-2010,44.08,2010-11,44.93
05-11-2010,43.9,2010-11,44.93
08-11-2010,44.29,2010-11,44.93
09-11-2010,44.25,2010-11,44.93
10-11-2010,44.28,2010-11,44.93
11-11-2010,,2010-11,44.93
12-11-2010,44.78,2010-11,44.93
15-11-2010,45.11,2010-11,44.93
16-11-2010,45.51,2010-11,44.93
17-11-2010,45.09,2010-11,44.93
18-11-2010,45.14,2010-11,44.93
19-11-2010,45.25,2010-11,44.93
22-11-2010,45.48,2010-11,44.93
23-11-2010,45.56,2010-11,44.93
24-11-2010,45.72,2010-11,44.93
25-11-2010,,2010-11,44.93
26-11-2010,45.82,2010-11,44.93
29-11-2010,45.8,2010-11,44.93
30-11-2010,45.83,2010-11,44.93
01-12-2010,45.29,2010-12,45.10
02-12-2010,45.09,2010-12,45.10
03-12-2010,44.9,2010-12,45.10
06-12-2010,44.89,2010-12,45.10
07-12-2010,44.7,2010-12,45.10
08-12-2010,45,2010-12,45.10
09-12-2010,45.13,2010-12,45.10
10-12-2010,45.1,2010-12,45.10
13-12-2010,45.18,2010-12,45.10
14-12-2010,45.01,2010-12,45.10
15-12-2010,45.38,2010-12,45.10
16-12-2010,45.54,2010-12,45.10
17-12-2010,45.16,2010-12,45.10
20-12-2010,45.4,2010-12,45.10
21-12-2010,45.19,2010-12,45.10
22-12-2010,45.05,2010-12,45.10
23-12-2010,45.06,2010-12,45.10
24-12-2010,,2010-12,45.10
27-12-2010,45.26,2010-12,45.10
28-12-2010,45,2010-12,45.10
29-12-2010,44.97,2010-12,45.10
30-12-2010,44.8,2010-12,45.10
31-12-2010,,2010-12,45.10
03-01-2011,44.59,2011-01,45.38
04-01-2011,44.9,2011-01,45.38
05-01-2011,45.35,2011-01,45.38
06-01-2011,45.15,2011-01,45.38
07-01-2011,45.35,2011-01,45.38
10-01-2011,45.36,2011-01,45.38
11-01-2011,45.08,2011-01,45.38
12-01-2011,45.02,2011-01,45.38
13-01-2011,45.02,2011-01,45.38
14-01-2011,45.41,2011-01,45.38
17-01-2011,,2011-01,45.38
18-01-2011,45.32,2011-01,45.38
19-01-2011,45.5,2011-01,45.38
20-01-2011,45.77,2011-01,45.38
21-01-2011,45.58,2011-01,45.38
24-01-2011,45.51,2011-01,45.38
25-01-2011,45.7,2011-01,45.38
26-01-2011,45.46,2011-01,45.38
27-01-2011,45.68,2011-01,45.38
28-01-2011,45.83,2011-01,45.38
31-01-2011,45.92,2011-01,45.38
01-02-2011,45.65,2011-02,45.38
02-02-2011,45.55,2011-02,45.38
03-02-2011,45.66,2011-02,45.38
04-02-2011,45.6,2011-02,45.38
07-02-2011,45.35,2011-02,45.38
08-02-2011,45.15,2011-02,45.38
09-02-2011,45.36,2011-02,45.38
10-02-2011,45.64,2011-02,45.38
11-02-2011,45.6,2011-02,45.38
14-02-2011,45.44,2011-02,45.38
15-02-2011,45.41,2011-02,45.38
16-02-2011,45.4,2011-02,45.38
17-02-2011,45.25,2011-02,45.38
18-02-2011,45.1,2011-02,45.38
21-02-2011,,2011-02,45.38
22-02-2011,45.15,2011-02,45.38
23-02-2011,45.06,2011-02,45.38
24-02-2011,45.4,2011-02,45.38
25-02-2011,45.26,2011-02,45.38
28-02-2011,45.18,2011-02,45.38
01-03-2011,44.82,2011-03,44.91
02-03-2011,44.81,2011-03,44.91
03-03-2011,45.04,2011-03,44.91
04-03-2011,44.89,2011-03,44.91
07-03-2011,44.95,2011-03,44.91
08-03-2011,45.03,2011-03,44.91
09-03-2011,44.88,2011-03,44.91
10-03-2011,45.17,2011-03,44.91
11-03-2011,45.24,2011-03,44.91
14-03-2011,44.99,2011-03,44.91
15-03-2011,45.22,2011-03,44.91
16-03-2011,45,2011-03,44.91
17-03-2011,45.12,2011-03,44.91
18-03-2011,45.06,2011-03,44.91
21-03-2011,44.98,2011-03,44.91
22-03-2011,44.95,2011-03,44.91
23-03-2011,44.8,2011-03,44.91
24-03-2011,44.69,2011-03,44.91
25-03-2011,44.6,2011-03,44.91
28-03-2011,44.8,2011-03,44.91
29-03-2011,44.7,2011-03,44.91
30-03-2011,44.75,2011-03,44.91
31-03-2011,44.54,2011-03,44.91
01-04-2011,44.44,2011-04,44.30
04-04-2011,44.3,2011-04,44.30
05-04-2011,44.3,2011-04,44.30
06-04-2011,44.06,2011-04,44.30
07-04-2011,44.18,2011-04,44.30
08-04-2011,44.05,2011-04,44.30
11-04-2011,44.33,2011-04,44.30
12-04-2011,44.17,2011-04,44.30
13-04-2011,44.46,2011-04,44.30
14-04-2011,44.39,2011-04,44.30
15-04-2011,44.26,2011-04,44.30
18-04-2011,44.36,2011-04,44.30
19-04-2011,44.49,2011-04,44.30
20-04-2011,44.33,2011-04,44.30
21-04-2011,44.26,2011-04,44.30
22-04-2011,44.36,2011-04,44.30
25-04-2011,44.41,2011-04,44.30
26-04-2011,44.51,2011-04,44.30
27-04-2011,44,2011-04,44.30
28-04-2011,44.42,2011-04,44.30
29-04-2011,44.24,2011-04,44.30
02-05-2011,44.27,2011-05,44.90
03-05-2011,44.47,2011-05,44.90
04-05-2011,44.35,2011-05,44.90
05-05-2011,44.76,2011-05,44.90
06-05-2011,44.72,2011-05,44.90
09-05-2011,44.68,2011-05,44.90
10-05-2011,44.75,2011-05,44.90
11-05-2011,44.59,2011-05,44.90
12-05-2011,44.98,2011-05,44.90
13-05-2011,44.86,2011-05,44.90
16-05-2011,45.15,2011-05,44.90
17-05-2011,45.13,2011-05,44.90
18-05-2011,45.06,2011-05,44.90
19-05-2011,44.9,2011-05,44.90
20-05-2011,44.99,2011-05,44.90
23-05-2011,45.22,2011-05,44.90
24-05-2011,45.21,2011-05,44.90
25-05-2011,45.32,2011-05,44.90
26-05-2011,45.33,2011-05,44.90
27-05-2011,45.17,2011-05,44.90
30-05-2011,,2011-05,44.90
31-05-2011,45.04,2011-05,44.90
01-06-2011,44.84,2011-06,44.81
02-06-2011,44.86,2011-06,44.81
03-06-2011,44.82,2011-06,44.81
06-06-2011,44.78,2011-06,44.81
07-06-2011,44.67,2011-06,44.81
08-06-2011,44.72,2011-06,44.81
09-06-2011,44.64,2011-06,44.81
10-06-2011,44.72,2011-06,44.81
13-06-2011,44.85,2011-06,44.81
14-06-2011,44.74,2011-06,44.81
15-06-2011,44.79,2011-06,44.81
16-06-2011,44.88,2011-06,44.81
17-06-2011,44.76,2011-06,44.81
20-06-2011,44.92,2011-06,44.81
21-06-2011,44.84,2011-06,44.81
22-06-2011,44.82,2011-06,44.81
23-06-2011,44.89,2011-06,44.81
24-06-2011,44.99,2011-06,44.81
27-06-2011,44.94,2011-06,44.81
28-06-2011,45,2011-06,44.81
29-06-2011,44.78,2011-06,44.81
30-06-2011,44.59,2011-06,44.81
01-07-2011,44.62,2011-07,44.40
04-07-2011,,2011-07,44.40
05-07-2011,44.35,2011-07,44.40
06-07-2011,44.48,2011-07,44.40
07-07-2011,44.32,2011-07,44.40
08-07-2011,44.41,2011-07,44.40
11-07-2011,44.48,2011-07,44.40
12-07-2011,44.6,2011-07,44.40
13-07-2011,44.52,2011-07,44.40
14-07-2011,44.5,2011-07,44.40
15-07-2011,44.51,2011-07,44.40
18-07-2011,44.6,2011-07,44.40
19-07-2011,44.48,2011-07,44.40
20-07-2011,44.44,2011-07,44.40
21-07-2011,44.4,2011-07,44.40
22-07-2011,44.34,2011-07,44.40
25-07-2011,44.39,2011-07,44.40
26-07-2011,44.1,2011-07,44.40
27-07-2011,44.15,2011-07,44.40
28-07-2011,44.03,2011-07,44.40
29-07-2011,44.2,2011-07,44.40
01-08-2011,44.06,2011-08,45.31
02-08-2011,44.26,2011-08,45.31
03-08-2011,44.31,2011-08,45.31
04-08-2011,44.56,2011-08,45.31
05-08-2011,44.73,2011-08,45.31
08-08-2011,45,2011-08,45.31
09-08-2011,45.2,2011-08,45.31
10-08-2011,45.25,2011-08,45.31
11-08-2011,45.29,2011-08,45.31
12-08-2011,45.39,2011-08,45.31
15-08-2011,45.23,2011-08,45.31
16-08-2011,45.25,2011-08,45.31
17-08-2011,45.3,2011-08,45.31
18-08-2011,45.71,2011-08,45.31
19-08-2011,45.66,2011-08,45.31
22-08-2011,45.56,2011-08,45.31
23-08-2011,45.62,2011-08,45.31
24-08-2011,45.89,2011-08,45.31
25-08-2011,46.04,2011-08,45.31
26-08-2011,46.15,2011-08,45.31
29-08-2011,45.95,2011-08,45.31
30-08-2011,46.01,2011-08,45.31
31-08-2011,45.79,2011-08,45.31
01-09-2011,45.66,2011-09,47.69
02-09-2011,45.74,2011-09,47.69
05-09-2011,,2011-09,47.69
06-09-2011,46,2011-09,47.69
07-09-2011,46.07,2011-09,47.69
08-09-2011,46.2,2011-09,47.69
09-09-2011,46.64,2011-09,47.69
12-09-2011,47.22,2011-09,47.69
13-09-2011,47.49,2011-09,47.69
14-09-2011,47.58,2011-09,47.69
