Date,dom_pass,int_pass,dom_freight,int_freight,gdp,population,jet_fuel,inflation,unemployment,exchange_rate
2011-05-01,5433460.0,1170531.0,29175.0,24329.0,1823050000000.0,1261224954.0,138.5,8.91,7.62,44.9
2011-06-01,5242886.0,1203148.0,29160.0,22056.0,1823050000000.0,1261224954.0,136.66,8.91,7.62,44.81
2011-07-01,4964357.0,1262549.0,31371.0,23251.0,1823050000000.0,1261224954.0,139.06,8.91,7.62,44.4
2011-08-01,4703006.0,1174931.0,30486.0,19433.0,1823050000000.0,1261224954.0,136.2,8.91,7.62,45.31
2011-09-01,4531323.0,1153335.0,30925.0,18173.0,1823050000000.0,1261224954.0,140.7,8.91,7.62,47.69
2011-10-01,5320177.0,1217923.0,29826.0,20385.0,1823050000000.0,1261224954.0,146.05,8.91,7.62,49.2
2011-11-01,5345003.0,1171169.0,30096.0,20150.0,1823050000000.0,1261224954.0,154.4,8.91,7.62,50.68
2011-12-01,5564645.0,1256969.0,31688.0,21824.0,1823050000000.0,1261224954.0,151.24,8.91,7.62,52.38
2012-01-01,5285028.0,1297265.0,28469.0,20352.0,1827640000000.0,1278674502.0,158.14,9.48,7.67,51.0
2012-02-01,5004468.0,1147925.0,29009.0,21095.0,1827640000000.0,1278674502.0,157.67,9.48,7.67,49.18
2012-03-01,4823339.0,1218546.0,32287.0,22735.0,1827640000000.0,1278674502.0,163.85,9.48,7.67,50.36
2012-04-01,5004734.0,1052994.0,28253.0,21921.0,1827640000000.0,1278674502.0,167.12,9.48,7.67,51.69
2012-05-01,5351343.0,977935.0,33629.0,19085.0,1827640000000.0,1278674502.0,161.6,9.48,7.67,54.33
2012-06-01,5039497.0,927978.0,29993.0,18808.0,1827640000000.0,1278674502.0,150.05,9.48,7.67,55.94
2012-07-01,4433564.0,881972.0,29461.0,17741.0,1827640000000.0,1278674502.0,160.58,9.48,7.67,55.42
2012-08-01,4284646.0,879720.0,28492.0,17046.0,1827640000000.0,1278674502.0,175.35,9.48,7.67,55.49
2012-09-01,3936184.0,845440.0,28880.0,17107.0,1827640000000.0,1278674502.0,174.1,9.48,7.67,54.35
2012-10-01,4491740.0,892880.0,34364.0,17061.0,1827640000000.0,1278674502.0,164.75,9.48,7.67,53.1
2012-11-01,4928199.0,960013.0,29778.0,18986.0,1827640000000.0,1295829511.0,161.97,9.48,7.67,54.78
2012-12-01,5202468.0,1181372.0,30464.0,18964.0,1827640000000.0,1295829511.0,160.57,9.48,7.67,54.65
2013-01-01,5020441.0,1135550.0,29486.0,19297.0,1856720000000.0,1295829511.0,167.88,10.02,7.71,54.23
2013-02-01,4794012.0,1007175.0,27248.0,18096.0,1856720000000.0,1295829511.0,172.95,10.02,7.71,53.81
2013-03-01,5073353.0,1126322.0,29472.0,22362.0,1856720000000.0,1295829511.0,161.48,10.02,7.71,54.42
2013-04-01,4985663.0,1047326.0,27731.0,21373.0,1856720000000.0,1295829511.0,152.69,10.02,7.71,54.32
2013-05-01,5581543.0,1103207.0,30793.0,20577.0,1856720000000.0,1295829511.0,149.97,10.02,7.71,54.98
2013-06-01,4899294.0,1116517.0,31162.0,19670.0,1856720000000.0,1295829511.0,161.51,10.02,7.71,58.38
2013-07-01,4763303.0,1033542.0,34015.0,21208.0,1856720000000.0,1295829511.0,173.0,10.02,7.71,59.76
2013-08-01,5146105.0,1123651.0,26902.0,18563.0,1856720000000.0,1295829511.0,189.82,10.02,7.71,62.81
2013-09-01,4465068.0,1053572.0,33819.0,20080.0,1856720000000.0,1295829511.0,186.86,10.02,7.71,63.65
2013-10-01,4912812.0,1104481.0,36359.0,20257.0,1856720000000.0,1295829511.0,177.81,10.02,7.71,61.61
2013-11-01,5026328.0,1096283.0,30851.0,20788.0,1856720000000.0,1295829511.0,177.47,10.02,7.71,62.52
2013-12-01,5447178.0,1224721.0,33875.0,21447.0,1856720000000.0,1295829511.0,183.06,10.02,7.71,61.81
2014-01-01,5062143.0,1452801.0,32813.0,20034.0,2039130000000.0,1312277191.0,181.5,6.67,7.67,62.11
2014-02-01,4874364.0,1276090.0,30527.0,18907.0,2039130000000.0,1312277191.0,184.67,6.67,7.67,62.16
2014-03-01,5208065.0,1408225.0,35579.0,22864.0,2039130000000.0,1312277191.0,176.19,6.67,7.67,60.95
2014-04-01,5247143.0,1399846.0,33913.0,21124.0,2039130000000.0,1312277191.0,174.31,6.67,7.67,60.35
2014-05-01,5936825.0,1425782.0,38527.0,22021.0,2039130000000.0,1312277191.0,170.2,6.67,7.67,59.28
2014-06-01,5594898.0,1399093.0,38731.0,21637.0,2039130000000.0,1312277191.0,172.15,6.67,7.67,59.74
2014-07-01,5172742.0,1359039.0,41037.0,21665.0,2039130000000.0,1312277191.0,169.2,6.67,7.67,60.1
2014-08-01,5648739.0,1466306.0,40671.0,20600.0,2039130000000.0,1312277191.0,172.88,6.67,7.67,60.87
2014-09-01,5745441.0,1329624.0,42365.0,21615.0,2039130000000.0,1312277191.0,166.15,6.67,7.67,60.9
2014-10-01,5830052.0,1394998.0,40903.0,21792.0,2039130000000.0,1312277191.0,150.92,6.67,7.67,61.37
2014-11-01,5782353.0,1366869.0,41479.0,21942.0,2039130000000.0,1312277191.0,141.67,6.67,7.67,61.68
2014-12-01,6339272.0,1579697.0,39046.0,21900.0,2039130000000.0,1312277191.0,112.94,6.67,7.67,62.71
2015-01-01,6216341.0,1659132.0,38204.0,19555.0,2103590000000.0,1328024498.0,92.95,4.91,7.63,62.13
2015-02-01,5988695.0,1427370.0,38063.0,19286.0,2103590000000.0,1328024498.0,109.54,4.91,7.63,61.99
2015-03-01,6250856.0,1533685.0,39104.0,21971.0,2103590000000.0,1328024498.0,101.73,4.91,7.63,62.48
2015-04-01,6538477.0,1511910.0,39029.0,21109.0,2103590000000.0,1328024498.0,106.81,4.91,7.63,62.64
2015-05-01,7097141.0,1604302.0,42325.0,21227.0,2103590000000.0,1328024498.0,117.99,4.91,7.63,63.71
2015-06-01,6568843.0,1503112.0,39713.0,21425.0,2103590000000.0,1328024498.0,110.61,4.91,7.63,63.78
2015-07-01,6747792.0,1513428.0,42686.0,21167.0,2103590000000.0,1328024498.0,98.59,4.91,7.63,63.6
2015-08-01,6735367.0,1599496.0,42048.0,21042.0,2103590000000.0,1328024498.0,90.39,4.91,7.63,65.1
2015-09-01,6637323.0,1436661.0,41455.0,20424.0,2103590000000.0,1328024498.0,92.37,4.91,7.63,66.17
2015-10-01,7008489.0,1439380.0,45178.0,21741.0,2103590000000.0,1328024498.0,90.52,4.91,7.63,65.03
2015-11-01,7289547.0,1505470.0,40167.0,20768.0,2103590000000.0,1328024498.0,87.58,4.91,7.63,66.1
2015-12-01,7674872.0,1681748.0,41755.0,21257.0,2103590000000.0,1328024498.0,72.06,4.91,7.63,66.5
2016-01-01,7620879.0,1694959.0,51835.0,19983.0,2294800000000.0,1343944296.0,62.58,4.95,7.6,67.33
2016-02-01,7443543.0,1494963.0,50553.0,20345.0,2294800000000.0,1343944296.0,66.4,4.95,7.6,68.24
2016-03-01,7835402.0,1639804.0,51049.0,21581.0,2294800000000.0,1343944296.0,71.69,4.95,7.6,66.89
2016-04-01,7896940.0,1618535.0,48489.0,21301.0,2294800000000.0,1343944296.0,76.24,4.95,7.6,66.42
2016-05-01,8623381.0,1691268.0,52117.0,21881.0,2294800000000.0,1343944296.0,86.89,4.95,7.6,66.89
2016-06-01,7933791.0,1583651.0,52220.0,22482.0,2294800000000.0,1343944296.0,92.98,4.95,7.6,67.27
2016-07-01,8475231.0,1739082.0,53157.0,21573.0,2294800000000.0,1343944296.0,85.5,4.95,7.6,67.16
2016-08-01,8349518.0,1742394.0,53168.0,22451.0,2294800000000.0,1343944296.0,86.68,4.95,7.6,66.9
2016-09-01,8198645.0,1646297.0,55743.0,22722.0,2294800000000.0,1343944296.0,88.03,4.95,7.6,66.71
2016-10-01,8640189.0,1638643.0,60831.0,24835.0,2294800000000.0,1343944296.0,97.27,4.95,7.6,66.74
2016-11-01,8941496.0,1680963.0,49180.0,24568.0,2294800000000.0,1343944296.0,91.57,4.95,7.6,67.64
2016-12-01,9516243.0,1953141.0,52834.0,26007.0,2294800000000.0,1343944296.0,101.24,4.95,7.6,67.81
2017-01-01,9548612.0,1997487.0,52094.0,25513.0,2651470000000.0,1359657400.0,103.11,3.33,7.62,68.05
2017-02-01,8616856.0,1675453.0,49906.0,26784.0,2651470000000.0,1359657400.0,103.81,3.33,7.62,66.97
2017-03-01,9007696.0,1847324.0,57981.0,32826.0,2651470000000.0,1359657400.0,95.25,3.33,7.62,65.8
2017-04-01,9100687.0,1844672.0,52915.0,30900.0,2651470000000.0,1359657400.0,97.42,3.33,7.62,64.54
2017-05-01,10140073.0,1934268.0,57658.0,32011.0,2651470000000.0,1359657400.0,90.96,3.33,7.62,64.42
2017-06-01,9536983.0,1799327.0,58188.0,30822.0,2651470000000.0,1359657400.0,83.44,3.33,7.62,64.45
2017-07-01,9533226.0,1967472.0,58459.0,29592.0,2651470000000.0,1359657400.0,91.31,3.33,7.62,64.42
2017-08-01,9663380.0,2019818.0,59379.0,30001.0,2651470000000.0,1359657400.0,99.85,3.33,7.62,63.97
2017-09-01,9550493.0,1855912.0,63950.0,29221.0,2651470000000.0,1359657400.0,116.03,3.33,7.62,64.48
2017-10-01,10418436.0,1926185.0,60568.0,30691.0,2651470000000.0,1359657400.0,107.98,3.33,7.62,65.04
2017-11-01,10453411.0,1931905.0,56815.0,32042.0,2651470000000.0,1359657400.0,114.18,3.33,7.62,64.84
2017-12-01,11206075.0,2213426.0,59022.0,32090.0,2651470000000.0,1359657400.0,116.73,3.33,7.62,64.24
2018-01-01,11448112.0,2246251.0,55200.0,31000.0,2702930000000.0,1374659064.0,124.23,3.94,7.65,63.65
2018-02-01,10720207.0,1925141.0,53910.0,28922.0,2702930000000.0,1374659064.0,119.03,3.94,7.65,64.43
2018-03-01,11544833.0,2139859.0,60466.0,33327.0,2702930000000.0,1374659064.0,120.79,3.94,7.65,65.05
2018-04-01,11475498.0,2076028.0,58283.0,32942.0,2702930000000.0,1374659064.0,132.31,3.94,7.65,65.67
2018-05-01,11818634.0,2103686.0,64885.0,32987.0,2702930000000.0,1374659064.0,145.56,3.94,7.65,67.51
2018-06-01,11288337.0,2030033.0,65874.0,30749.0,2702930000000.0,1374659064.0,141.69,3.94,7.65,67.79
2018-07-01,11658023.0,2144638.0,67983.0,32669.0,2702930000000.0,1374659064.0,144.13,3.94,7.65,68.69
2018-08-01,11319216.0,2151379.0,66478.0,32848.0,2702930000000.0,1374659064.0,147.27,3.94,7.65,69.63
2018-09-01,11363706.0,1981817.0,66976.0,32329.0,2702930000000.0,1374659064.0,158.27,3.94,7.65,72.28
2018-10-01,11805382.0,2044841.0,70617.0,34463.0,2702930000000.0,1374659064.0,165.57,3.94,7.65,73.56
2018-11-01,11606526.0,2179674.0,59286.0,32433.0,2702930000000.0,1374659064.0,139.7,3.94,7.65,71.74
2018-12-01,12649810.0,2462781.0,62152.0,33378.0,2702930000000.0,1374659064.0,120.13,3.94,7.65,70.83
2019-01-01,12469075.0,2495259.0,59523.0,28733.0,2835610000000.0,1389030312.0,126.22,3.73,6.51,70.71
2019-02-01,11321549.0,2128216.0,55422.0,30468.0,2835610000000.0,1389030312.0,136.29,3.73,6.51,71.17
2019-03-01,11557816.0,2101363.0,63467.0,30177.0,2835610000000.0,1389030312.0,132.15,3.73,6.51,71.17
2019-04-01,10967168.0,1831295.0,58226.0,21480.0,2835610000000.0,1389030312.0,137.26,3.73,6.51,69.49
2019-05-01,12151749.0,1772703.0,64865.0,19259.0,2835610000000.0,1389030312.0,137.62,3.73,6.51,69.41
2019-06-01,11989365.0,1810294.0,62133.0,16674.0,2835610000000.0,1389030312.0,126.17,3.73,6.51,69.78
2019-07-01,11863940.0,1829814.0,65224.0,19219.0,2835610000000.0,1389030312.0,131.63,3.73,6.51,69.39
2019-08-01,11756732.0,1975423.0,65145.0,17632.0,2835610000000.0,1389030312.0,128.06,3.73,6.51,68.74
2019-09-01,11488069.0,1880102.0,64134.0,18077.0,2835610000000.0,1389030312.0,133.89,3.73,6.51,71.19
2019-10-01,12280250.0,1993657.0,67926.0,19136.0,2835610000000.0,1389030312.0,132.23,3.73,6.51,71.31
2019-11-01,12910135.0,2126615.0,60574.0,19129.0,2835610000000.0,1389030312.0,130.29,3.73,6.51,71.01
2019-12-01,12980408.0,2342913.0,59153.0,20062.0,2835610000000.0,1389030312.0,134.76,3.73,6.51,71.49
2020-01-01,12747591.0,2311641.0,60964.0,19338.0,2674850000000.0,1402617695.0,126.75,6.62,7.86,71.16
2020-02-01,12331165.0,1934992.0,58662.0,19272.0,2674850000000.0,1402617695.0,107.82,6.62,7.86,71.28
2020-03-01,12577361.08,2030792.788,42447.0,12820.0,2674850000000.0,1402617695.0,70.82,6.62,7.86,71.53
2020-04-01,12635182.35,2027317.567,59926.89744,15271.80627,2674850000000.0,1402617695.0,46.17,6.62,7.86,74.55
2020-05-01,12693003.62,2023842.346,59815.92186,14512.05963,2674850000000.0,1402617695.0,51.9,6.62,7.86,76.17
2020-06-01,12750824.89,2020367.125,59704.94628,13752.31298,2674850000000.0,1402617695.0,74.42,6.62,7.86,75.66
2020-07-01,12808646.17,2016891.904,59593.9707,12992.56634,2674850000000.0,1402617695.0,81.32,6.62,7.86,75.71
2020-08-01,12808646.17,2013416.683,59482.99512,12232.8197,2674850000000.0,1402617695.0,83.04,6.62,7.86,74.93
2020-09-01,12808646.17,2009941.463,59372.01954,10199.0,2674850000000.0,1402617695.0,73.94,6.62,7.86,74.57
2020-10-01,12808646.17,2006466.242,51617.0,12105.0,2674850000000.0,1402617695.0,76.93,6.62,7.86,73.52
2020-11-01,12808646.17,2002991.021,48603.0,11548.0,2674850000000.0,1402617695.0,84.15,6.62,7.86,73.56
2020-12-01,12808646.17,1999515.8,52379.0,12026.0,2674850000000.0,1402617695.0,97.52,6.62,7.86,74.23
2021-01-01,12808646.17,1123380.596,49193.0,13557.0,3167270000000.0,1414203896.0,103.81,5.13,6.38,73.62
2021-02-01,12808646.17,1164931.07,50265.0,13720.0,3167270000000.0,1414203896.0,116.5,5.13,6.38,73.11
2021-03-01,12808646.17,1206481.545,55343.0,16289.0,3167270000000.0,1414203896.0,120.91,5.13,6.38,72.81
2021-04-01,12808646.17,1248032.02,49808.0,17797.0,3167270000000.0,1414203896.0,124.2,5.13,6.38,72.82
2021-05-01,7802608.549,1289582.495,35900.0,15728.0,3167270000000.0,1414203896.0,128.52,5.13,6.38,74.52
2021-06-01,8006224.591,1331132.969,40418.0,15115.0,3167270000000.0,1414203896.0,136.6,5.13,6.38,73.21
2021-07-01,8209840.633,1372683.444,47699.0,17479.0,3167270000000.0,1414203896.0,140.62,5.13,6.38,73.58
2021-08-01,8413456.675,1414233.919,52417.0,17605.0,3167270000000.0,1414203896.0,134.78,5.13,6.38,74.54
2021-09-01,8617072.716,1455784.393,54372.0,20692.0,3167270000000.0,1414203896.0,147.45,5.13,6.38,74.12
2021-10-01,8820688.758,1497334.868,58361.0,21672.0,3167270000000.0,1414203896.0,171.98,5.13,6.38,73.64
2021-11-01,10471234.0,1162717.0,51604.0,18396.0,3167270000000.0,1414203896.0,163.34,5.13,6.38,74.92
2021-12-01,11156079.0,1387628.0,57922.0,19021.0,3167270000000.0,1414203896.0,158.25,5.13,6.38,74.48
2022-01-01,6410579.0,2781525.0,50306.0,18842.0,3353470000000.0,1425423212.0,182.1,6.7,4.82,75.39
2022-02-01,7695734.0,2781525.0,49145.0,18842.0,3353470000000.0,1425423212.0,201.24,6.7,4.82,74.41
2022-03-01,10619642.0,114371.0,57299.0,920.0,3353470000000.0,1425423212.0,266.47,6.7,4.82,74.97
2022-04-01,10549088.0,1458177.0,55740.0,16963.0,3353470000000.0,1425423212.0,298.18,6.7,4.82,76.19
2022-05-01,11470422.0,1730955.0,62345.0,15703.0,3353470000000.0,1425423212.0,301.66,6.7,4.82,76.17
2022-06-01,10514030.0,1836757.0,61671.0,14934.0,3353470000000.0,1425423212.0,321.68,6.7,4.82,77.29
2022-07-01,9704934.0,1964960.0,61941.0,16877.0,3353470000000.0,1425423212.0,276.92,6.7,4.82,78.09
2022-08-01,10115739.0,1925538.0,57036.0,16437.0,3353470000000.0,1425423212.0,265.63,6.7,4.82,79.59
2022-09-01,10346833.0,1874964.0,58578.0,16837.0,3353470000000.0,1425423212.0,261.77,6.7,4.82,79.51
2022-10-01,11400977.0,1972821.0,57273.0,16189.0,3353470000000.0,1425423212.0,305.87,6.7,4.82,80.25
2022-11-01,11678582.0,2054589.0,55554.0,15481.0,3353470000000.0,1425423212.0,258.58,6.7,4.82,82.29
2022-12-01,12735454.0,2278961.0,57163.0,15863.0,3353470000000.0,1425423212.0,238.6,6.7,4.82,81.68
2023-01-01,12551028.0,2314453.0,54414.0,15163.0,3567550000000.0,1438069596.0,290.05,5.65,4.17,82.47
2023-02-01,12068372.0,2132905.0,55075.0,16232.0,3567550000000.0,1438069596.0,230.47,5.65,4.17,81.74
2023-03-01,12893197.0,2331138.0,61299.0,18370.0,3567550000000.0,1438069596.0,220.46,5.65,4.17,82.6
2023-04-01,12888410.0,2184188.0,59070.0,16162.0,3567550000000.0,1438069596.0,194.72,5.65,4.17,82.27
2023-05-01,13214182.0,2357016.0,64589.0,16525.0,3567550000000.0,1438069596.0,178.91,5.65,4.17,81.97
2023-06-01,12486601.0,2313021.0,62869.0,17148.0,3567550000000.0,1438069596.0,185.06,5.65,4.17,82.3
2023-07-01,12100030.0,2400520.0,65048.0,16099.0,3567550000000.0,1438069596.0,204.46,5.65,4.17,82.23
2023-08-01,12422673.0,2403998.0,65757.0,17691.0,3567550000000.0,1438069596.0,247.45,5.65,4.17,82.16
2023-09-01,12246549.0,2269965.0,61375.0,18006.0,3567550000000.0,1438069596.0,259.14,5.65,4.17,82.81
2023-10-01,12636742.0,2397386.0,63877.0,19678.0,3567550000000.0,1438069596.0,239.8,5.65,4.17,83.07
2023-11-01,12735394.0,2527907.0,63313.0,18829.0,3567550000000.0,1438069596.0,227.72,5.65,4.17,83.22
2023-12-01,13797352.0,2781525.0,63714.0,18842.0,3567550000000.0,1438069596.0,198.84,5.65,4.17,83.27
2024-01-01,13131603.0,2729843.0,60214.0,19064.0,3912680000000.0,1441719852.0,214.89,4.95,4.2,83.25
2024-02-01,12647306.0,2544506.0,62811.0,22336.0,3912680000000.0,1441719852.0,222.59,4.95,4.2,83.11
2024-03-01,13367468.0,2675807.0,65814.0,24127.0,3912680000000.0,1441719852.0,215.21,4.95,4.2,82.95
2024-04-01,13200048.0,2566770.0,59144.0,22023.0,3912680000000.0,1441719852.0,217.27,4.95,4.2,83.02
2024-05-01,13795301.0,2580637.0,69485.0,23035.0,3912680000000.0,1441719852.0,198.51,4.95,4.2,83.4
2024-06-01,13205828.0,2711650.0,67393.0,24542.0,3912680000000.0,1441719852.0,199.84,4.95,4.2,83.39
2024-07-01,12986105.0,2763666.0,68439.0,24974.0,3912680000000.0,1441719852.0,202.26,4.95,4.2,83.46
2024-08-01,13130699.0,2779337.0,67297.0,24436.0,3912680000000.0,1441719852.0,182.56,4.95,4.2,83.59
2024-09-01,13027336.0,2671124.0,67253.0,26496.0,3912680000000.0,1441719852.0,166.09,4.95,4.2,83.89
2024-10-01,13657193.0,2765194.0,71177.0,22335.0,3912680000000.0,1441719852.0,173.76,4.95,4.2,83.79
2024-11-01,14250266.0,2812305.0,60450.0,23651.0,3912680000000.0,1441719852.0,174.18,4.95,4.2,84.01
2024-12-01,14926352.0,3051909.0,67166.0,27067.0,3912680000000.0,1441719852.0,177.94,4.95,4.2,84.33
